,publishtime,code,title,pdfurl
111,2016-12-06,002786,银宝山新：董事会秘书工作制度（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=14E468CCBE22A52EFAEB594BE4AF76CE
112,2016-12-06,002786,银宝山新：董事、监事薪酬管理制度（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=E12594111CA06DF56EA5331F2A7ACB9F
113,2016-12-06,002786,银宝山新：董事会会议提案管理办法（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=5756CF7A950EE31888CA4D3D269ACC74
114,2016-12-06,002786,银宝山新：关联交易管理制度（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=B6C73FD03A54D79E7DC2C4B1D0B51421
115,2016-12-06,002786,银宝山新：股东大会议事规则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=D0978E5857ADAE63807C52B029437242
116,2016-12-06,002786,银宝山新：对外担保管理制度（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=A6B64E9F008F7241DF3C4DAEAD455B4F
117,2016-12-06,002786,银宝山新：独立董事关于第三届董事会第十五次会议的独立意见,http://xinpi.cnstock.com/FileView.aspx?Code=5D41B95808F5B283CA5541EC27589529
118,2016-12-06,002786,银宝山新：第三届监事会第九次会议决议公告,http://xinpi.cnstock.com/FileView.aspx?Code=CC11AC0B587F84449D5ABA8B7C7CEC3E
119,2016-12-06,002786,银宝山新：第三届董事会第十五次会议决议公告,http://xinpi.cnstock.com/FileView.aspx?Code=1FC063D5CFEC0D04E7079CB84052CE98
120,2016-12-06,002786,银宝山新：独立董事工作规则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=15AA291ADAAC3A0A96B68DD08C82CEF5
121,2016-12-06,002786,银宝山新：董事会战略决策委员会工作细则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=DD02D6ABFE7234763526EDC473B670FD
122,2016-12-06,002786,银宝山新：董事会议事规则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=9F134AD1FC8A6188C260976F0FFCC647
123,2016-12-06,002786,银宝山新：董事会薪酬与考核委员会工作细则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=78BF7AB037AE8439D0637050F4B660D6
124,2016-12-06,002786,银宝山新：董事会审计委员会工作细则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=17E7121B321CBD05F611F114B9CD2E42
125,2016-12-06,002786,银宝山新：独立董事关于公司关联交易的事前认可意见,http://xinpi.cnstock.com/FileView.aspx?Code=5445B3E1B7D49BACDF4D21F13E86E383
126,2016-12-06,002786,银宝山新：关于2016年第二次临时股东大会通知的公告,http://xinpi.cnstock.com/FileView.aspx?Code=E57DFB34177CACB0A4B1346E45349773
127,2016-12-06,002786,银宝山新：关于全资子公司对外投资的公告,http://xinpi.cnstock.com/FileView.aspx?Code=4B82365E866EC8CB7D8AD45A1266F044
128,2016-12-06,002786,银宝山新：关于公司对外投资设立产业投资基金暨关联交易的公告,http://xinpi.cnstock.com/FileView.aspx?Code=04057A8D29058B46A147DC61900361E1
129,2016-12-06,002786,银宝山新：关于变更部分募集资金用途的公告,http://xinpi.cnstock.com/FileView.aspx?Code=C7A50AFDE879B036C07A8BDF1A5AAD77
130,2016-12-06,002786,银宝山新：公司章程（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=87A9246009B0FC432F2FCF6977372ACF
131,2016-12-06,002786,银宝山新：对外投资管理制度（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=CA5450B625455EECC1F585E431BF78F7
132,2016-12-06,002786,银宝山新：内部审计制度（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=A05FC61DDDDD4F3025CA5D1C25AF5560
133,2016-12-06,002786,银宝山新：募集资金管理办法（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=DDCD969BA6ACDCC4C4D6D4758BDBD00C
134,2016-12-06,002786,银宝山新：累积投票制度实施细则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=3AC6B9B2AAD83258B0593E9E8FD0D260
135,2016-12-06,002786,银宝山新：监事会议事规则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=023572D943FA79C7212560134E167275
136,2016-12-06,002388,新亚制程：独立董事关于控股子公司东莞亦准与彩玉微晶关联交易的事前认可意见,http://xinpi.cnstock.com/FileView.aspx?Code=E310A910709150BB49B8714EC4286E4F
137,2016-12-06,002388,新亚制程：独立董事关于控股子公司东莞亦准与彩玉微晶关联交易的独立意见,http://xinpi.cnstock.com/FileView.aspx?Code=08E8E66C69C557FC4CB5725C73F169E1
138,2016-12-06,002388,新亚制程：关于控股子公司东莞亦准与彩玉微晶关联交易的公告,http://xinpi.cnstock.com/FileView.aspx?Code=45C0653ACB4018A5B594227F75DB9B10
139,2016-12-06,002388,新亚制程：第四届董事会第四次会议决议公告,http://xinpi.cnstock.com/FileView.aspx?Code=B0D4E5F00802EB881F8262B8BC8B063A
140,2016-12-06,002786,银宝山新：中国中投证券有限责任公司关于公司拟对外投资暨关联交易的核查意见,http://xinpi.cnstock.com/FileView.aspx?Code=79F06D078D3619BB40D7BD1A0B78253F
141,2016-12-06,002786,银宝山新：总经理工作规则（2016年12月）,http://xinpi.cnstock.com/FileView.aspx?Code=38E786E80A90051D29AD960C68CDA223
142,2016-12-06,002786,银宝山新：中国中投证券有限责任公司关于公司拟变更募集资金投资项目部分设备的核查意见,http://xinpi.cnstock.com/FileView.aspx?Code=BF5A1F5970AD2A172D7D547604D075B9
143,2016-12-06,000005,世纪星源：关于通过本司参股设立的平台公司“深圳市星源城市能源开发有限公司”收购华润城市交通设施发展（郑州）有限公司100%股东权益的意向公告,http://xinpi.cnstock.com/FileView.aspx?Code=E0DFB165BB76696BE7CB21B12C798F1A
144,2016-12-06,000005,世纪星源：关于将“深圳市星源城市能源投资有限公司”变更为“深圳市星源城市能源开发有限公司”；同时接受独立第三方取代东莞信托作为合作方并仍按原方案对“深圳市创意能源基建投资有限公司”进行投资的公告,http://xinpi.cnstock.com/FileView.aspx?Code=83714414B88D47675E02F72A5A56681F
